Brand,Buzz,Impression,Quality,Value,Reputation,Satisfaction,Recommend,Awareness,Attention,Ad Awareness,WOM Exposure,Consideration,Purchase Intent,Current Customer ,Former Customer,Date
HM,-3.1,9.8,6.5,-0.9,9.7,8.0,4.1,60.3,10.6,7.1,6.2,9.3,0.6,5.9,14.5,2019-09-17
HM,6.6,11.6,11.3,15.4,15.4,9.7,5.9,56.9,6.6,7.1,5.3,9.9,2.3,4.7,9.3,2019-09-18
HM,1.1,11.0,3.3,6.8,7.6,7.8,5.8,53.3,12.3,8.5,10.0,13.6,5.3,5.3,10.4,2019-09-19
HM,7.9,18.4,10.9,11.9,11.1,9.3,9.3,55.9,7.9,10.0,6.2,9.2,1.4,6.5,5.9,2019-09-20
HM,6.1,9.4,10.2,8.7,6.2,4.7,8.3,49.0,6.1,4.9,4.2,8.3,1.2,2.4,10.4,2019-09-21
HM,3.9,17.9,10.1,12.1,13.8,18.6,14.5,60.7,13.5,7.7,7.5,19.4,8.6,6.7,15.4,2019-09-22
HM,3.0,15.6,-4.7,3.3,7.4,11.1,8.0,59.6,7.4,6.7,3.7,11.8,4.5,10.5,14.1,2019-09-23
HM,1.4,8.4,6.2,6.4,6.7,5.1,9.2,54.2,7.2,5.8,6.5,14.0,1.5,6.6,9.9,2019-09-24
HM,10.2,24.0,11.5,8.6,13.4,21.0,20.9,59.1,10.2,6.3,3.8,24.1,6.4,10.8,14.7,2019-09-25
HM,6.7,18.1,11.1,11.6,13.1,14.9,16.1,57.4,6.7,6.1,4.4,19.7,5.9,7.5,14.3,2019-09-26
HM,1.5,16.6,9.0,9.2,9.0,16.6,17.1,57.7,7.1,9.0,10.2,19.6,5.4,7.2,19.0,2019-09-27
HM,5.7,16.4,3.7,19.4,10.1,12.0,12.7,61.1,12.0,7.6,8.1,12.8,5.6,5.0,15.7,2019-09-28
HM,3.8,6.0,4.3,10.2,11.7,5.3,4.9,56.3,17.7,8.8,8.2,14.2,3.1,3.2,21.5,2019-09-29
HM,6.0,10.3,0.3,6.0,0.9,7.8,8.9,47.7,6.0,4.7,2.5,7.8,4.2,4.4,11.8,2019-09-30
HM,5.4,5.8,6.2,4.0,3.5,5.4,10.0,46.1,8.3,7.2,4.4,4.7,1.7,2.6,15.4,2019-10-01
HM,6.0,7.9,8.3,3.1,8.8,8.2,10.7,61.1,7.6,8.0,5.8,12.0,8.5,2.5,23.0,2019-10-02
HM,2.9,9.2,3.3,14.1,5.8,9.7,10.8,51.5,8.7,9.3,3.1,13.1,4.4,5.2,12.7,2019-10-03
HM,-1.4,11.6,6.0,6.6,4.4,6.7,11.8,55.3,7.7,2.1,5.7,9.8,3.6,3.7,17.1,2019-10-04
HM,4.9,16.8,7.7,11.6,0.9,7.5,11.5,62.5,14.6,6.8,10.8,11.9,3.0,4.4,11.8,2019-10-05
HM,3.2,4.3,-6.0,1.1,4.1,5.6,10.1,54.3,10.4,5.6,3.8,3.6,0.9,0.7,17.7,2019-10-06
HM,4.3,12.5,1.3,7.0,8.8,9.2,7.0,44.6,10.8,9.2,5.9,7.9,2.1,4.7,11.5,2019-10-07
HM,4.7,17.3,1.0,12.2,3.9,17.4,15.8,51.3,10.8,5.7,7.0,19.4,2.3,10.7,16.4,2019-10-08
HM,7.0,14.6,10.6,7.5,8.4,9.0,5.6,52.9,11.1,6.1,8.9,13.1,4.9,10.4,11.2,2019-10-09
HM,8.4,21.6,8.9,15.7,17.1,11.5,11.0,52.4,9.6,12.1,4.3,17.1,7.2,2.8,21.8,2019-10-10
HM,4.6,12.7,9.2,12.4,7.4,10.3,12.4,53.7,7.9,6.9,3.0,7.5,6.1,1.2,15.5,2019-10-11
HM,9.3,12.7,14.0,11.3,13.4,7.1,12.7,53.0,9.3,6.1,5.2,14.4,5.0,4.3,9.0,2019-10-12
HM,1.9,10.4,5.4,16.6,4.9,11.3,7.1,51.8,12.8,4.5,8.0,14.4,5.8,8.9,14.5,2019-10-13
HM,3.6,9.5,8.5,9.8,6.0,8.8,13.8,53.5,14.7,2.5,7.2,12.1,3.8,4.5,17.3,2019-10-14
HM,7.0,17.0,10.0,14.7,4.7,8.8,14.2,54.6,8.3,6.1,7.5,14.1,7.7,3.7,12.7,2019-10-15
HM,5.0,13.5,11.0,9.7,7.1,9.7,11.0,59.3,12.0,16.5,12.4,11.3,4.3,6.6,19.3,2019-10-16
HM,1.6,16.6,9.6,11.0,10.0,9.4,16.4,53.8,9.9,7.7,7.3,9.2,3.0,5.9,11.9,2019-10-17
HM,8.4,18.2,10.4,5.4,10.7,10.0,7.0,60.6,10.2,8.6,5.7,17.3,3.4,5.3,11.4,2019-10-18
HM,0.9,18.2,2.9,15.2,12.7,11.5,16.6,52.3,0.9,8.2,7.0,14.8,3.9,10.0,8.5,2019-10-19
HM,5.1,14.6,9.1,7.0,16.5,11.8,13.4,51.3,6.3,4.7,5.0,11.5,6.7,7.9,15.4,2019-10-20
HM,9.0,10.5,7.9,13.8,7.0,8.3,10.9,51.9,9.0,7.1,10.6,11.7,4.7,4.1,12.4,2019-10-21
HM,4.0,8.4,1.7,9.6,11.0,10.7,20.2,59.1,8.8,8.6,10.6,14.7,3.6,7.7,17.1,2019-10-22
HM,10.1,15.1,12.3,16.7,16.5,14.1,19.6,63.5,17.3,7.2,12.1,17.9,7.2,5.5,18.7,2019-10-23
HM,6.4,14.2,2.9,11.0,7.7,9.9,6.8,64.0,7.9,4.6,7.2,15.8,3.3,3.8,14.9,2019-10-24
HM,4.6,20.1,8.9,17.4,14.1,8.6,15.6,52.7,13.8,9.9,9.1,14.0,0.0,6.6,10.1,2019-10-25
HM,10.0,13.0,16.8,2.9,10.9,12.2,15.6,61.9,12.7,13.7,9.5,14.1,9.4,7.7,13.2,2019-10-26
HM,1.6,16.4,8.8,9.4,16.0,6.5,13.9,52.9,6.3,7.2,2.2,10.9,0.7,1.5,15.6,2019-10-27
HM,0.3,9.5,4.7,0.1,7.1,15.9,7.7,58.5,14.7,6.8,5.9,13.3,6.6,8.8,13.9,2019-10-28
HM,1.5,15.8,8.1,16.1,5.1,12.0,9.0,53.0,10.8,6.2,7.6,15.9,6.1,6.9,19.7,2019-10-29
HM,8.3,11.3,5.6,8.9,12.8,5.4,13.4,54.4,9.5,7.8,12.5,11.8,5.3,2.0,15.1,2019-10-30
HM,6.6,22.8,16.3,13.9,14.5,12.8,21.7,60.0,9.8,9.7,10.8,19.5,5.1,11.2,14.7,2019-10-31
HM,0.7,13.2,5.2,8.9,10.7,8.6,12.1,53.6,9.8,4.4,6.3,10.9,5.3,3.2,15.8,2019-11-01
HM,5.3,11.5,11.1,7.6,14.8,3.9,11.1,54.6,7.9,6.1,3.5,10.2,0.0,0.7,16.5,2019-11-02
HM,5.0,17.9,9.9,5.4,7.8,7.8,16.7,50.0,6.3,5.7,7.7,11.2,2.0,4.9,9.6,2019-11-03
HM,10.4,17.5,13.9,9.5,14.1,10.8,9.7,52.6,10.4,9.7,9.1,13.0,4.0,5.0,13.5,2019-11-04
HM,6.6,17.2,13.3,10.0,11.8,10.2,12.3,48.5,6.6,6.1,4.9,15.1,6.8,6.1,9.0,2019-11-05
HM,-0.1,13.7,-6.6,9.4,-2.9,8.2,11.5,48.8,1.5,6.2,3.8,10.2,2.5,3.2,15.9,2019-11-06
HM,10.1,19.4,10.9,27.7,16.5,22.7,22.4,61.2,18.6,11.6,13.8,26.5,6.6,14.6,20.3,2019-11-07
HM,4.9,12.4,8.6,11.3,14.5,11.6,11.5,48.7,9.1,3.0,4.8,16.7,3.3,4.3,15.4,2019-11-08
HM,6.2,8.3,1.0,10.0,2.4,12.7,10.5,61.9,10.5,8.6,7.0,12.1,5.4,12.0,10.2,2019-11-09
HM,2.4,8.1,12.1,7.9,9.0,11.6,14.3,56.7,7.9,2.6,6.6,11.6,3.0,6.9,14.6,2019-11-10
HM,1.2,18.6,12.8,12.3,14.8,3.5,14.5,61.5,12.5,5.1,5.3,16.9,3.4,8.2,9.6,2019-11-11
HM,2.0,24.5,6.9,17.0,8.9,12.1,19.2,57.5,10.7,8.9,8.6,19.4,7.2,6.1,17.2,2019-11-12
HM,9.8,20.8,6.4,13.5,9.7,16.5,14.7,64.8,13.9,6.7,12.1,23.1,7.7,7.5,17.0,2019-11-13
HM,7.5,19.6,7.8,2.5,8.9,11.5,7.0,59.1,8.7,4.3,2.4,14.2,4.8,5.4,12.3,2019-11-14
HM,10.0,16.8,10.7,15.1,2.2,4.5,8.0,61.7,10.0,10.4,3.8,8.7,4.2,3.8,11.1,2019-11-15
HM,4.2,16.1,10.0,10.3,2.5,13.2,14.2,48.8,8.0,9.0,4.6,10.3,4.2,5.5,11.9,2019-11-16
HM,4.7,17.3,8.4,14.8,10.6,18.1,17.0,58.1,6.0,8.0,7.5,16.7,4.5,8.2,16.4,2019-11-17
HM,6.5,12.6,10.5,11.9,8.0,12.2,10.4,61.2,9.2,7.0,9.6,15.0,6.5,2.1,17.9,2019-11-18
HM,6.8,12.9,0.8,16.9,13.3,16.0,13.2,61.8,14.8,14.1,7.2,12.5,2.9,12.4,17.6,2019-11-19
HM,8.7,18.1,5.9,11.1,8.7,9.7,15.9,54.9,10.8,5.8,11.4,13.2,5.5,5.3,16.0,2019-11-20
HM,3.0,19.1,14.9,11.8,13.8,10.3,13.3,54.4,4.5,1.4,8.1,15.7,6.8,4.5,12.2,2019-11-21
HM,3.0,12.0,1.7,8.7,1.6,12.2,10.9,56.7,10.5,6.4,9.8,15.6,5.0,9.1,16.3,2019-11-22
HM,4.3,13.3,6.7,11.5,9.8,11.5,14.3,49.9,9.8,6.5,7.3,13.0,3.6,6.5,11.8,2019-11-23
HM,5.2,29.3,23.5,23.1,18.8,14.2,25.1,57.4,7.7,13.0,6.8,19.6,8.9,6.8,16.6,2019-11-24
HM,7.2,17.4,13.0,18.8,16.3,16.3,16.4,61.1,10.8,5.5,6.8,18.9,5.2,6.1,19.8,2019-11-25
HM,8.3,18.0,3.3,17.4,12.8,9.5,14.6,62.9,9.6,10.1,6.0,13.2,3.2,5.0,18.7,2019-11-26
HM,-2.6,9.6,2.7,4.6,7.1,4.7,0.5,44.5,8.2,3.7,3.9,4.9,2.7,2.0,18.1,2019-11-27
HM,8.5,16.0,9.0,13.7,10.3,8.4,11.7,56.3,9.6,7.9,5.6,12.3,6.3,4.6,11.1,2019-11-28
HM,9.4,22.7,10.3,13.5,17.1,12.7,11.0,62.4,11.2,7.9,7.9,20.5,5.5,12.2,18.0,2019-11-29
HM,7.3,22.4,10.9,16.2,20.3,15.9,13.7,55.1,8.4,9.1,5.0,14.0,4.5,6.0,17.1,2019-11-30
HM,6.5,14.3,2.1,2.9,3.4,8.9,11.8,57.5,7.8,8.5,9.2,14.1,6.5,4.8,10.8,2019-12-01
HM,-4.0,21.5,19.2,12.2,5.5,8.6,12.2,68.4,9.8,7.0,9.3,18.3,5.1,5.9,21.1,2019-12-02
HM,1.3,10.6,4.3,9.9,0.7,13.0,10.3,59.1,9.7,5.6,5.5,7.0,1.9,7.4,18.0,2019-12-03
HM,0.4,10.9,-2.4,8.6,7.3,2.1,9.2,51.7,9.6,7.4,5.6,11.8,4.2,6.1,14.6,2019-12-04
HM,8.3,18.8,11.4,17.1,10.8,9.8,13.5,55.8,8.3,5.1,2.7,16.6,5.1,4.3,18.6,2019-12-05
HM,6.4,16.5,4.3,19.6,10.8,14.6,12.9,56.8,9.3,10.9,8.2,13.8,3.2,5.7,21.2,2019-12-06
HM,3.7,0.8,4.3,8.8,3.8,8.0,2.7,50.4,10.0,3.7,4.4,5.7,3.1,2.5,11.0,2019-12-07
HM,1.8,16.4,7.7,12.0,8.5,7.9,12.3,67.7,7.0,6.1,14.0,7.6,2.3,5.1,22.1,2019-12-08
HM,5.6,16.9,12.6,10.1,10.8,11.0,12.6,54.8,8.5,10.3,7.8,18.0,1.9,4.9,15.2,2019-12-09
HM,2.4,7.3,5.2,3.7,12.1,5.9,8.1,70.3,3.8,3.1,2.4,6.9,2.6,2.4,11.2,2019-12-10
HM,6.2,9.9,4.3,16.1,7.3,17.2,16.2,59.0,15.2,13.7,9.7,18.3,2.0,7.9,17.7,2019-12-11
HM,0.7,14.7,18.0,15.7,6.8,12.4,13.6,51.1,9.2,8.4,4.6,16.9,5.2,5.7,18.9,2019-12-12
HM,3.5,13.6,0.5,7.9,0.9,13.1,3.4,62.1,3.5,8.9,11.1,13.6,3.8,8.0,12.7,2019-12-13
HM,4.5,9.5,9.5,1.9,3.8,4.3,6.5,61.3,8.0,7.2,7.0,6.6,2.7,2.9,16.9,2019-12-14
HM,7.3,13.2,0.2,7.8,5.3,6.5,1.1,54.4,13.1,9.0,9.3,13.4,3.8,7.5,12.1,2019-12-15
HM,16.0,25.5,13.4,14.8,15.9,18.0,18.4,63.6,17.2,9.4,9.4,19.3,3.0,9.6,13.4,2019-12-16
HM,10.1,20.2,12.7,14.4,17.1,17.3,15.3,57.6,15.9,13.2,9.0,19.3,6.7,8.5,15.4,2019-12-17
HM,7.4,26.8,22.7,18.5,23.3,15.0,22.9,63.4,9.0,6.1,10.3,10.5,2.4,4.4,18.8,2019-12-18
HM,6.5,11.3,9.8,9.1,12.6,12.7,14.0,61.9,13.5,12.9,13.5,17.5,6.9,4.8,11.2,2019-12-19
HM,1.4,14.0,5.6,10.5,10.5,6.5,12.2,60.3,16.7,11.3,11.5,13.4,4.7,4.8,10.9,2019-12-20
HM,4.7,2.5,0.2,8.9,1.1,2.5,3.7,46.1,9.3,4.8,10.1,11.8,1.9,9.0,12.0,2019-12-21
HM,15.9,27.5,8.3,14.4,12.9,15.3,22.2,59.9,17.2,9.0,8.8,20.5,12.7,10.2,14.9,2019-12-22
HM,2.7,8.9,6.2,10.0,3.2,11.7,12.4,59.4,11.0,6.6,7.8,14.7,4.8,4.8,12.1,2019-12-23
HM,4.2,8.4,4.7,5.4,7.9,3.3,11.2,54.4,8.1,4.0,7.5,9.1,2.6,2.7,14.0,2019-12-24
HM,8.1,12.5,5.6,11.3,3.2,11.8,9.9,58.5,9.2,10.0,8.7,10.9,2.2,7.8,9.1,2019-12-25
HM,11.0,16.2,6.5,9.0,7.1,11.0,15.9,60.1,11.0,5.1,8.7,13.4,8.9,8.2,11.3,2019-12-26
HM,5.5,14.9,10.7,12.0,3.9,11.5,17.4,61.0,10.8,11.1,6.1,17.9,9.2,7.3,13.5,2019-12-27
HM,9.3,15.5,8.9,16.2,14.1,9.0,12.2,60.4,11.1,11.0,8.8,10.1,5.5,8.2,12.4,2019-12-28
HM,3.9,14.3,9.2,13.0,10.6,12.8,11.4,53.7,15.6,8.0,4.4,12.3,1.4,5.0,12.9,2019-12-29
HM,8.1,17.4,4.3,10.7,10.6,14.3,11.1,61.7,10.8,13.8,7.7,9.4,6.1,4.5,19.2,2019-12-30
HM,7.0,18.0,13.4,10.8,12.4,13.2,12.0,63.1,10.2,14.7,9.7,17.4,8.1,7.0,16.6,2019-12-31
HM,8.9,13.5,12.1,13.9,10.5,8.0,14.7,56.2,8.9,10.2,8.2,14.7,5.2,7.1,14.1,2020-01-01
HM,4.8,21.0,11.0,15.1,9.8,13.9,23.7,57.5,9.3,5.5,2.2,16.1,8.1,7.6,20.2,2020-01-02
HM,-0.6,-0.4,-1.2,5.6,2.8,6.8,5.2,58.4,1.9,5.6,0.6,8.1,0.0,1.3,13.1,2020-01-03
HM,7.0,4.2,10.2,4.3,14.0,5.2,8.6,52.6,7.0,7.0,5.2,15.6,2.8,1.3,9.1,2020-01-04
HM,8.7,19.9,5.9,12.1,15.2,11.7,14.6,54.3,8.7,7.1,8.7,15.0,4.2,5.6,15.7,2020-01-05
HM,8.0,15.7,10.2,6.0,2.1,5.5,10.8,64.0,8.0,7.7,5.9,10.2,1.8,3.5,12.2,2020-01-06
HM,6.3,16.7,10.3,14.3,7.6,13.4,12.8,47.1,11.2,5.1,6.1,12.9,5.3,6.9,10.8,2020-01-07
HM,5.0,11.0,11.1,12.9,14.7,15.2,13.4,59.2,12.8,6.5,10.3,8.8,5.0,5.0,14.9,2020-01-08
HM,9.9,12.1,7.1,9.2,14.2,9.2,8.5,61.7,12.7,5.7,9.9,9.1,3.5,2.8,19.1,2020-01-09
HM,8.0,14.7,4.6,14.1,10.2,15.0,13.0,52.2,14.5,6.9,6.1,16.6,6.2,12.8,13.1,2020-01-10
HM,5.7,12.4,11.2,16.4,11.8,9.0,19.1,55.3,5.7,5.0,3.0,9.7,3.0,7.7,15.2,2020-01-11
HM,2.8,14.4,8.7,6.1,7.7,9.8,8.0,53.3,11.2,6.0,10.9,12.6,5.6,5.6,15.4,2020-01-12
HM,-4.1,16.7,10.5,8.0,9.2,17.8,12.3,56.8,4.1,1.0,2.5,14.9,10.9,11.4,11.2,2020-01-13
HM,8.1,7.4,5.7,24.3,3.9,11.1,17.1,60.1,15.5,9.4,5.7,11.1,5.7,12.9,9.1,2020-01-14
HM,6.8,17.6,11.5,13.1,11.3,10.6,10.8,58.6,6.8,5.6,5.8,18.4,4.6,8.4,8.8,2020-01-15
HM,3.3,10.9,0.7,11.9,3.3,4.2,3.9,53.2,4.6,1.8,3.2,12.3,0.6,6.1,15.1,2020-01-16
HM,7.0,16.3,8.7,11.2,11.0,11.7,11.7,66.5,13.4,11.0,7.1,12.5,5.6,7.1,8.3,2020-01-17
HM,7.4,16.2,7.6,11.5,9.5,13.9,13.7,50.9,7.4,5.5,10.3,9.7,3.6,3.4,15.6,2020-01-18
HM,10.1,14.8,11.9,13.4,4.3,11.9,14.3,59.9,11.6,10.1,10.4,13.4,5.0,8.1,11.8,2020-01-19
HM,0.8,16.3,8.3,10.7,6.8,12.6,10.9,54.0,7.5,6.7,9.3,14.5,1.5,5.3,14.9,2020-01-20
HM,14.5,13.5,10.2,11.6,16.4,14.5,16.3,62.2,18.0,13.4,6.2,13.4,2.5,4.5,19.8,2020-01-21
HM,3.3,10.3,1.2,7.8,5.0,10.5,-0.2,61.6,7.9,5.3,7.1,13.7,2.2,5.3,20.3,2020-01-22
HM,11.4,25.9,12.1,19.1,20.1,21.5,24.8,71.3,14.5,17.1,8.9,21.4,5.0,10.3,24.0,2020-01-23
HM,2.7,14.3,10.3,9.0,9.2,4.8,13.2,62.9,4.8,2.5,2.9,7.2,0.0,2.2,12.4,2020-01-24
HM,2.8,12.0,4.3,8.9,9.2,7.5,8.0,56.5,6.4,3.0,7.3,8.4,1.7,5.1,14.6,2020-01-25
HM,5.6,18.2,6.2,7.6,6.2,9.9,14.1,60.0,5.6,4.1,1.2,14.0,3.3,1.5,15.6,2020-01-26
HM,8.6,14.7,11.5,9.4,7.1,11.6,14.7,51.9,8.6,5.7,5.2,6.7,2.6,5.2,14.5,2020-01-27
HM,1.7,3.8,0.4,6.1,5.7,7.8,6.2,54.5,8.1,8.2,4.0,7.8,3.2,2.4,12.4,2020-01-28
HM,1.4,12.3,7.6,13.8,13.3,12.6,12.8,60.0,2.8,6.8,2.8,13.4,5.2,8.4,18.6,2020-01-29
HM,4.3,7.9,9.8,10.0,7.3,9.7,13.6,54.5,9.7,5.8,3.1,10.7,4.4,6.8,11.8,2020-01-30
HM,7.1,24.5,15.9,19.9,16.0,12.6,14.2,61.4,8.5,8.3,7.9,15.6,3.5,6.2,14.5,2020-01-31
HM,8.3,13.4,7.6,11.2,14.4,8.3,13.4,57.6,11.3,6.6,6.5,10.6,3.0,3.8,15.8,2020-02-01
HM,6.2,10.1,9.7,12.6,9.6,4.6,4.6,56.3,9.5,6.3,5.4,15.4,1.4,4.6,9.6,2020-02-02
HM,5.0,11.8,11.3,10.0,12.6,9.4,9.3,51.2,8.2,6.6,10.6,14.6,5.5,9.6,9.1,2020-02-03
HM,8.5,22.4,9.4,14.2,15.9,12.6,16.0,56.5,17.1,8.5,12.0,14.9,2.0,8.5,21.1,2020-02-04
HM,3.0,12.9,5.4,7.1,8.9,8.2,8.5,58.5,8.3,5.1,7.1,8.9,5.0,5.0,16.6,2020-02-05
HM,7.1,13.1,11.3,16.1,12.5,14.1,10.2,53.0,11.0,4.3,7.0,12.2,3.4,8.3,12.4,2020-02-06
HM,11.4,24.3,14.9,17.6,16.9,13.2,21.0,58.7,18.1,9.8,8.1,16.1,4.4,7.0,16.2,2020-02-07
HM,4.2,12.1,14.0,13.9,7.3,9.4,15.7,61.8,11.5,4.6,6.9,13.3,6.8,3.8,11.4,2020-02-08
HM,0.6,12.2,6.7,12.3,7.1,4.0,10.7,56.0,2.9,10.9,3.6,9.1,0.7,3.1,11.2,2020-02-09
HM,11.1,14.9,8.8,16.0,13.0,11.6,13.8,57.3,12.6,4.6,6.6,14.5,7.2,7.6,12.3,2020-02-10
HM,8.5,14.8,13.0,8.4,18.2,9.4,13.0,54.6,9.8,5.4,2.8,13.0,2.9,2.3,14.2,2020-02-11
HM,5.3,17.6,8.5,11.8,7.9,12.9,15.4,62.3,9.1,6.6,6.6,17.3,1.5,7.2,14.6,2020-02-12
HM,11.4,14.1,7.1,9.6,3.1,15.5,5.6,64.7,12.7,6.6,6.6,14.3,3.1,10.9,16.4,2020-02-13
HM,7.2,16.2,12.3,14.5,19.1,9.5,12.5,59.9,8.3,5.1,7.7,11.6,3.8,3.2,10.2,2020-02-14
HM,0.0,5.6,5.9,10.4,5.5,2.7,3.2,50.3,7.1,5.1,5.8,9.3,0.7,6.6,12.6,2020-02-15
HM,9.0,10.2,9.1,6.2,5.3,3.7,7.5,56.0,15.3,8.4,5.1,11.3,1.0,6.4,8.0,2020-02-16
HM,6.7,22.3,6.4,14.8,15.7,3.3,15.6,60.6,8.1,5.1,7.5,19.4,6.0,5.9,18.3,2020-02-17
HM,5.8,9.3,4.3,7.0,7.5,6.3,5.0,51.1,5.8,2.1,6.6,13.7,4.9,4.4,10.4,2020-02-18
HM,2.9,9.7,-5.6,-1.3,-5.5,6.0,3.3,70.0,14.4,7.5,13.9,15.9,7.4,8.0,17.2,2020-02-19
HM,1.2,10.8,1.8,11.4,4.4,6.4,4.0,55.5,9.0,5.4,4.6,13.0,3.7,1.5,12.1,2020-02-20
HM,6.6,-4.6,1.0,4.4,-2.9,5.1,0.0,59.3,6.6,6.0,4.4,4.4,3.0,3.0,12.4,2020-02-21
HM,6.1,15.6,12.6,11.1,10.4,13.5,14.7,63.5,6.1,5.7,5.5,16.8,4.8,4.9,18.0,2020-02-22
HM,3.1,16.5,5.2,8.2,14.8,8.9,10.3,55.4,5.7,6.9,7.3,11.5,5.1,6.6,13.6,2020-02-23
HM,-1.0,9.9,1.6,1.8,-3.2,10.1,2.5,55.3,8.1,6.8,3.6,11.7,6.0,2.8,17.7,2020-02-24
HM,8.7,12.3,1.5,1.7,2.8,15.5,10.4,57.7,10.1,9.8,11.5,16.2,12.9,8.2,21.9,2020-02-25
HM,1.9,21.0,7.4,17.2,9.5,7.2,15.6,54.9,7.0,4.3,4.9,8.2,2.1,6.3,12.0,2020-02-26
HM,2.1,12.6,5.1,8.3,6.0,5.1,4.3,56.9,7.0,6.4,4.4,8.3,4.1,4.4,14.2,2020-02-27
HM,3.2,15.8,7.6,5.6,2.0,16.8,10.6,57.2,8.2,6.8,6.4,12.7,3.1,9.2,13.4,2020-02-28
HM,7.3,10.2,-0.3,8.5,7.6,4.0,1.9,50.5,7.3,5.6,6.6,8.9,4.0,5.4,12.3,2020-02-29
HM,-1.2,12.7,5.9,7.3,-5.1,9.3,7.8,60.0,13.3,6.6,8.3,11.3,2.0,3.0,16.8,2020-03-01
HM,5.7,30.7,12.1,20.2,12.6,15.3,23.2,66.1,10.1,5.9,10.1,19.4,3.7,3.6,28.7,2020-03-02
HM,11.2,17.2,8.9,17.3,10.4,11.7,14.1,55.3,12.4,10.4,8.7,15.8,3.5,7.0,10.4,2020-03-03
HM,7.3,16.3,4.6,6.4,12.8,10.8,10.7,60.0,7.3,8.4,5.2,15.0,0.6,4.4,13.1,2020-03-04
HM,10.1,14.1,8.8,13.3,16.6,15.6,18.5,56.8,10.1,3.3,4.8,18.2,3.7,9.1,22.2,2020-03-05
HM,2.8,14.0,7.4,14.0,1.3,8.8,12.8,53.9,7.9,3.0,3.8,11.3,0.8,5.0,17.3,2020-03-06
HM,-0.2,10.7,9.5,14.7,10.1,9.7,15.7,53.8,6.2,5.4,3.2,11.5,0.7,3.2,16.6,2020-03-07
HM,3.4,12.5,8.4,6.0,1.5,7.9,11.8,55.0,10.9,6.7,5.8,7.5,1.4,2.7,10.0,2020-03-08
HM,1.3,13.3,7.9,7.9,10.9,9.1,9.7,61.2,4.5,4.2,3.5,10.9,0.8,3.3,17.6,2020-03-09
HM,11.1,19.4,8.0,18.4,10.7,5.9,11.4,54.1,11.1,3.8,2.7,8.7,2.3,3.0,15.1,2020-03-10
HM,10.3,20.1,3.8,15.3,11.0,5.4,16.6,61.8,11.7,5.2,9.4,8.5,0.7,13.2,17.2,2020-03-11
HM,-2.8,18.3,5.9,9.4,11.1,2.8,6.0,54.3,4.0,4.7,6.1,8.9,0.6,1.2,17.1,2020-03-12
HM,8.8,14.7,4.7,3.4,0.2,13.0,8.7,62.0,10.8,8.5,13.0,16.3,0.8,11.5,12.4,2020-03-13
HM,3.6,11.8,4.5,8.8,14.0,6.3,2.2,56.2,6.3,8.6,2.5,7.4,3.9,7.5,12.2,2020-03-14
HM,1.9,19.9,14.4,1.6,13.1,9.3,9.4,52.8,6.6,9.8,10.7,14.1,5.9,7.9,15.7,2020-03-15
HM,2.4,8.3,1.2,8.7,2.5,6.4,3.8,50.8,7.0,4.7,4.5,11.7,2.6,1.9,13.6,2020-03-16
HM,5.7,19.2,12.7,16.6,11.2,12.5,11.1,62.8,8.3,5.6,7.8,11.5,6.0,6.8,13.4,2020-03-17
HM,6.3,14.9,3.9,11.3,6.7,18.3,6.4,61.5,11.1,5.2,4.8,15.3,6.3,8.7,17.7,2020-03-18
HM,7.9,19.0,15.6,1.2,13.6,14.0,16.9,60.4,12.6,5.5,12.6,13.0,5.4,13.0,8.7,2020-03-19
HM,8.1,8.5,0.8,5.5,2.6,2.2,2.6,55.8,10.2,4.2,5.8,7.6,1.4,0.7,7.8,2020-03-20
HM,18.6,26.7,11.9,18.0,1.2,18.8,21.4,67.0,18.6,13.3,13.0,23.1,10.6,10.4,23.8,2020-03-21
HM,-0.3,14.1,2.8,5.9,9.8,7.6,6.9,41.6,4.0,2.6,2.8,12.1,4.0,6.0,11.0,2020-03-22
HM,0.2,11.3,3.4,9.0,5.5,9.3,6.7,47.6,2.5,3.4,4.0,11.9,4.5,1.3,15.5,2020-03-23
HM,3.7,18.4,0.0,16.9,3.5,9.9,11.3,53.2,8.3,6.7,3.7,9.9,1.6,1.4,21.7,2020-03-24
HM,5.2,9.9,2.6,10.4,6.4,8.3,8.8,59.7,10.9,3.5,2.9,13.4,4.1,3.5,19.6,2020-03-25
HM,2.6,9.1,0.3,10.7,4.1,4.5,3.7,58.3,6.1,4.7,7.6,12.0,0.7,4.3,12.7,2020-03-26
HM,5.5,8.5,-0.3,6.4,7.4,4.5,10.2,53.7,5.5,2.7,2.9,11.3,2.8,1.3,16.1,2020-03-27
HM,2.8,2.9,-4.5,-8.1,0.2,-1.0,1.7,60.5,4.4,3.8,1.9,5.7,0.0,1.9,20.3,2020-03-28
HM,6.6,16.1,6.1,11.3,10.2,11.7,12.1,59.5,8.1,8.7,4.6,9.1,5.4,5.2,18.9,2020-03-29
HM,3.8,8.5,0.1,7.5,-1.4,8.9,8.6,59.3,7.9,3.5,3.3,8.0,3.3,3.3,16.4,2020-03-30
HM,6.4,25.1,8.7,18.8,13.1,12.3,14.6,63.8,9.5,5.1,8.3,15.3,9.5,7.5,12.2,2020-03-31
HM,4.2,11.7,5.8,13.2,9.9,7.3,11.7,48.3,9.0,3.4,3.4,16.5,4.9,2.6,16.4,2020-04-01
