Brand;Buzz;Impression;Quality;Value;Reputation;Satisfaction;Recommend;Awareness;Attention;Ad Awareness;WOM Exposure;Consideration;Purchase Intent;Current Customer ;Former Customer
Apple;10.8;26.9;25.9;3.9;39.1;19.2;14.3;96.8;25.2;33.4;26.1;23.3;10.9;14.6;27.4
Apple;23.2;27;33.9;8;36.7;28.4;25.8;89.2;41.6;39.3;32.1;33.1;19.4;15;35.5
Apple;18.4;32.1;47.7;2.1;31.8;19.2;20.9;92.5;26.5;31.5;20.7;20.9;11.6;10.2;28.3
Apple;5.3;28.1;34;-1.8;28.2;26;26.1;92.9;20.8;24.4;23.3;28.9;13.4;13.7;27.1
Apple;4.1;26.8;43.9;5.9;26.3;25.4;21.9;92.8;40.8;22.3;25.8;34.7;18.5;21.1;25.1
Apple;17.4;26.7;36.9;6.5;27.8;28.4;16.9;87.8;27.8;18;20.8;23.1;11.6;17.4;21.5
Apple;27.1;36.7;38.4;17.5;38.2;26.8;33.5;86.2;41.3;39.3;26.9;34;18.5;26.9;19.8
Apple;8.7;28.9;26.8;4.9;25.3;21;19.8;86.2;31.2;11.5;14.6;27.3;13.7;7.7;23
Apple;19;29.9;33.4;14.9;33.4;34.3;22.5;89.8;35.4;26.9;23.2;26.2;6.1;25.5;21.6
Apple;8.7;31.2;35.3;-5.9;30;30.7;16.8;96.3;30.5;30.1;20;40.3;24;15.9;34.2
Apple;22.6;25.3;43.1;15.5;31.6;24.3;21.1;93.1;35;44.7;19.5;29.1;15.9;7;26.8
Apple;22.5;31.7;37.3;5.1;41.2;20.4;34.9;93.1;38.7;33;20.7;26.8;20.2;9.9;30.3
Apple;11.8;17;28.3;-2.3;27.3;18;18.5;88.8;34.6;26.8;15.7;27.8;10.1;10.5;16.2
Apple;30.9;43;41.6;14.5;42.9;34.7;37;90;45.2;41.5;34.7;37;23.3;24.4;25.9
Apple;25.4;31.5;45.1;5.5;33.5;24.7;31.5;84.6;39.8;27.1;31.3;29.7;15.9;22.5;19.4
Apple;22.8;13.6;40.6;4.6;29.2;17.2;9.4;94.1;31.2;42.7;22.2;26.6;14.1;16.1;22.6
Apple;12.4;30.5;34.2;8.6;23.9;26.1;22.7;90.6;30.4;25.9;20.4;27.5;12.3;13.4;19.1
Apple;15.2;28.3;37.6;1.8;30.8;23.1;32.9;82.3;29.2;30.8;30.6;34;21;15.5;32.5
Apple;24.7;41.1;39.7;14.3;31.7;24.5;35.6;89.1;32.7;38.6;31.5;27.8;12;11.4;32.2
Apple;22.7;40.2;47.6;9;40.7;31.1;29.3;90.2;29.1;37.4;20.7;32.1;9.7;22.4;23.5
Apple;25.6;27.6;35.3;6.9;34.6;23.4;22.4;91.4;31.5;38.9;33.2;32.8;19.2;14.1;33
Apple;20;28.2;39.7;2.3;31.4;23.8;22.2;83.2;32.2;31.9;21.1;27.2;11.1;15.6;21.9
Apple;6.6;33.8;56.1;19.4;30.3;27.6;37.6;95.5;26.8;47.6;32.9;37.3;21.2;15.6;24.3
Apple;23.1;30.6;48.2;6.3;44.3;27.6;36.4;91.7;31.1;29.7;29.1;36.5;15.8;20.1;26.4
Apple;33;43.3;49.5;10.7;44.9;38.4;39.9;89.4;40.6;42.3;34.6;28.7;13.4;20.6;22.9
Apple;6.8;17.4;32.9;0.4;20.8;23;9.8;95.9;36.1;37.6;27.3;32.4;16;13;23.9
Apple;9.9;27.7;39.2;13.5;34.3;33.1;22.8;86.4;38.5;31.2;28.2;34.8;22.5;25.8;23.5
Apple;26.3;40.7;40.2;19.8;35.4;27.3;32;84.5;31.8;27.6;15.2;27.3;12.6;15.6;19.7
Apple;13.4;21;28.8;3.2;24.9;19.8;15.2;88;32.6;32.2;16.1;18.1;10.7;19;15.9
Apple;14.5;25.2;36.8;13.3;30.9;25.7;23.5;79.6;32;34.9;25.7;25.5;12.7;16.1;22.5
Apple;16.5;29.5;49.7;5;33;27.9;33.4;91;24;33.2;18.2;29.8;19.1;16.8;26.7
Apple;18.6;34.5;43.4;-2;32.2;26.3;30.1;95.4;32.8;46.9;15.2;28.6;6.8;16.1;29.7
Apple;19.8;27.8;47.5;13.4;39.2;25.8;27.5;95.4;35;36.9;16.8;20.6;13.3;12.9;28.9
Apple;20.5;35.3;41.2;7.6;41.2;22.8;35;93.4;42.9;36.8;21;33.6;21.3;10.1;33.3
Apple;16.2;34.7;38.9;12.9;27.2;21.1;26.3;83.1;29.6;26.2;23.2;23.4;11.2;12.4;16.8
Apple;31;20.4;37.8;3;20.4;28;14.4;88.7;35.6;28.6;27.2;28.2;14.1;18.8;25.5
Apple;20.2;19.3;18.5;-2.2;22.4;22;22;92.4;25.9;29;15.5;31.3;12.5;13.9;22.5
Apple;25.4;30.5;39.5;8.6;32.5;28.9;27.6;86.3;28.9;36.8;21.4;33.3;16.3;16;20.5
Apple;24.6;32.3;43.8;1.4;22.5;24.7;23;93.9;31;24.7;12.5;24.4;7.8;8.9;29.2
Apple;22.4;30.7;37;6.4;27.4;25.6;19.3;90.9;34.1;31.4;20.4;23.2;8.7;12.3;25.3
Apple;11.5;35.4;34.2;3.7;32.7;27.5;16.7;97.1;34.7;40.1;27.6;29.9;16.3;9.4;23.8
Apple;22.9;32.7;36.6;6.6;37.7;19.9;18.1;96.8;31.5;37.5;19.5;25;9.4;11.1;13.6
Apple;11.8;33.1;40.3;4.5;30.5;19.8;25.7;91.6;38.5;28;28.1;28.3;15.3;19.6;20.4
Apple;21.5;26.3;34.2;3.8;36.2;20.4;27.3;87.9;31.1;34.2;23.8;27.4;17.3;16.7;20.1
Apple;20;28.3;36.5;-0.3;32.9;25.6;19.8;84.2;31.4;32.4;25.1;32.2;22.9;14.2;20.3
Apple;12.1;30.2;34.7;8;38.3;20.8;19.3;83.6;33;20.4;26.1;21.4;10.4;17.7;26.1
Apple;15.8;26;47.1;5.7;26.9;24.9;32.4;90;39.8;35.8;29.4;34.4;15.8;19.9;19.4
Apple;17.8;21.5;50.5;8.4;24;16.5;20.5;86.7;34.1;23.1;22.7;25.2;10.4;10.9;28.1
Apple;17.5;20.4;38.3;-0.6;23.2;18.8;22.3;91.8;25.9;38.5;18.7;23.1;10.1;8.8;18.2
Apple;14.2;32.3;33.9;-2.8;30.7;22.7;27.7;83.8;34.8;30.6;31.2;31.3;14.6;18.5;18.1
Apple;10.4;26.3;34;14.9;35.6;26.5;22.7;88.8;28.6;29.3;16.5;26.4;18.7;13.9;29.7
Apple;16.6;23.5;34.6;8.5;28.4;13.1;21;90.5;37.7;40.9;25.7;29.9;18.2;10;29.3
Apple;18.5;24.6;38.3;-2.6;27.4;31.8;21.5;95.2;43.8;28.8;26.5;38.8;21.2;20.9;24.5
Apple;13.6;18.6;28.6;-1.8;23;11.7;8.5;91;27.2;38.2;22.8;25.1;13.3;15.3;23.8
Apple;26.1;42.3;48;18.9;39.3;24.4;26.9;86.8;32.8;31.1;19.8;23.5;9.1;19.6;28.5
Apple;5.2;15;34.8;3.4;9.2;16.9;11.1;88;23.7;32;25.4;22.5;5.7;11.9;12.7
Apple;13.3;2.1;22.2;-10.8;12.6;7.2;8.5;94.8;24.8;29.2;18.6;16.5;9.2;12.5;13.3
Apple;18.4;38.8;43.3;12.7;30.6;26.8;25.9;90.5;31.4;21.9;16.5;30.5;12.6;7.9;26.8
Apple;24.2;41.8;60.2;14.1;49.9;39.3;37.5;87.2;30.4;41;31.4;30.8;13.5;19.8;30.8
Apple;8.8;25.6;19.8;5.3;23.1;13.6;15.5;82.9;19.1;20.6;28;13.2;7;5.8;26.9
Apple;24.4;47.7;49.1;14.7;43.7;34.3;34.3;89.4;35.8;34;23.7;31.4;18.4;20.9;20.8
Apple;11.5;33.5;30;3.2;36.2;32.3;28.1;91.2;27.5;27.2;19.4;37.4;12.8;17.6;23.6
Apple;28.3;53.7;64.2;16.3;44.8;39.6;43;92.8;42.4;28.8;29.1;35.2;16.1;28.6;16.6
Apple;20.1;38.9;41.7;4.9;39.9;21.6;29.8;87.6;38.1;28.7;27.7;35.1;10.1;15.5;22
Apple;34;42.3;54.4;17.1;57.1;29.5;42;93.9;36;39.6;19;44.5;23.2;13.3;27
Apple;23.2;35.3;51.2;-1.1;30.4;33.5;26.5;91.4;29.2;27.3;26.4;31.2;17.4;19.4;28.3
Apple;15.3;28.9;44.5;5.8;38;36.8;21.6;81;30.3;28.2;23.3;28.4;11.3;18.9;22.4
Apple;19;32.4;40;14.5;37.3;16.6;24.8;85.3;24;27.6;14;27.6;8.1;14.4;21.5
Apple;24.6;47.3;52.3;15.8;49;40.2;43.3;92.1;37.1;42.4;21.1;39.5;19.2;22.5;26.2
Apple;18.3;39.6;35.1;14.6;32.2;27.5;25.8;89.4;27.2;25.8;19.3;32.4;12.5;18.9;22.4
Apple;16.5;25.3;38.9;-3.5;27.4;25.5;30.5;90;33.9;37.8;22.1;24.4;12.7;18.8;22.5
Apple;18.7;42.2;40.5;12.3;37;23.9;30;88.6;30.7;33.8;24.5;33.8;11.1;20.2;19.3
Apple;27.9;43.7;52;19.1;47.7;35.5;43.2;94.3;44.6;38.8;19.9;35;18.6;23.8;16.9
Apple;18.4;19.8;28.7;5;26;22.6;14.2;89.6;33.9;31.9;20.3;33;16.5;17.1;21.5
Apple;30.6;30.5;42.1;5.7;47.4;16.8;18.6;92.9;35.2;26.3;26.4;26.5;13;6.8;19.1
Apple;15.1;41.8;31.5;7.8;40.8;28.2;38;92.7;31.5;23.3;21.4;33.9;17.8;14.4;26.4
Apple;23.9;40.7;44.8;17.5;38.4;32.6;25.1;89.4;37.8;36.9;28.6;25.3;9.1;16.3;32.3
Apple;18.2;39.6;51.2;13.7;44.4;27.6;27.3;91.5;31.8;34.6;16.1;32.7;9.5;14.7;19.8
Apple;26;34.1;39;8.2;33.3;26.3;31.5;86.2;41.3;32.8;25.7;34.3;14.3;17.4;15.8
Apple;9.7;29.7;33.7;-4.8;26.3;18.2;26.4;81.5;24.6;26.8;23.1;23.3;11.3;10.1;28
Apple;29.6;33.8;41;8;30.5;24.4;28.8;83;43.5;32.4;30.4;27.3;15.5;18.7;21.9
Apple;26.1;25.7;37.1;6.5;26.8;32.3;33.7;92.3;34.9;24.7;23;31.3;19.6;20.7;20.8
Apple;32.2;42.7;48.9;26.4;37;33.9;36.3;92.5;36.2;33.3;21.3;37.4;23.2;24.5;17.8
Apple;3.9;28.3;29.9;-8.1;21.3;25.7;15.3;96.4;16.8;28.9;16.9;30.9;14.1;16.5;22.7
Apple;13.6;26.7;29.4;-2.2;16.9;18.7;19.6;84.4;22.6;25;16.6;25.4;9.3;13.7;22.4
Apple;13.6;32.1;35.1;15.2;42.9;23.2;25.9;87.2;31.4;28.9;21.7;32;18.8;13.2;23.5
Apple;21.4;27.9;38.4;0.8;27.7;20.7;28.3;91.7;37.1;24.7;21.2;32.5;19.5;18;25.9
Apple;19;29.4;50;10.9;26.2;23.5;20.5;90.6;36;36.3;14.2;23;11.9;14.2;27.3
Apple;31.9;46.7;49.5;17.3;48.1;20.8;41.5;93.7;37;31.1;30.3;38.3;17.9;18.9;18.9
Apple;20.7;37.6;37;9.5;35.3;30.5;29.6;87.6;32.8;42.5;24.8;27.2;13.6;15.4;21
Apple;18.6;32.1;39.5;6.4;29.1;22.2;20.5;89.4;30.3;42.5;22.3;32.9;14.1;15;23.5
Apple;6.8;25.3;34.8;4.9;28.9;28.2;28.8;90;26.2;33.8;18.2;30.1;16;21.7;20.9
Apple;21.5;29;40.3;5.7;39.9;23.6;26.9;87.5;25.5;43.1;20.1;28.4;9.5;11.5;22.2
Apple;15.7;25.1;34.3;3.3;20.3;15.6;14.5;90.8;36.1;37.2;20.1;24.1;11.7;10.3;25.3
Apple;26.6;35.2;49.3;12.6;36;18.2;35;80.2;30;30.1;17.8;27.6;14.2;11.9;20.4
Apple;16.2;37.6;52.6;5;43;28;22;96.3;18.6;37.5;13.5;33.2;15.8;8.4;35.8
Apple;23.6;31.6;44.1;7.7;25.9;24.5;23.7;91.9;33.3;39.1;20.9;18.4;5.9;13.5;22.9
Apple;13.2;19.7;27.3;3.4;34.7;30.2;18;95.5;34;31;32.1;30.6;11.1;18.7;23.8
Apple;21.4;50.4;47.8;16.7;41.7;34.7;39.7;91.9;41.5;42;35.3;24.5;10.3;16.1;34.5
Apple;21.4;31.9;49.8;16.7;44.9;28.2;21.9;93.3;28.2;30;24.2;29.8;12.6;15.4;25.1
Apple;19.2;38.1;45.2;10.5;30.7;24.1;32.9;94.1;23.1;27.9;17.3;22.9;12.6;11.2;24.7
Apple;28.5;19;47;9.9;35.1;18.2;19.6;93.7;36.1;34.4;24.6;19.1;6.9;11.6;34
Apple;30.4;48.9;57.3;13;40.4;35.6;31.1;92.7;38.9;36.9;22;37.8;25.9;28;30.1
Apple;26.1;35.9;45;3.7;38;28.8;24.4;91.9;37.2;37.3;18.1;29.4;23.7;20.1;23.7
Apple;28.5;45.8;38.3;24.5;35.6;22.2;33.6;88.9;39.5;30.8;24.9;23.4;11.9;9.2;29
Apple;21;30.8;45.2;-1.6;41.5;31.1;19.7;89.9;24.4;32.1;19.9;25.9;14.7;12.4;37.8
Apple;23.4;31.1;38.3;20.1;30;25.4;24.4;92.1;29.8;40.3;26.8;33.3;20.2;19.3;29.2
Apple;11.7;30.6;41.1;4.1;36.3;28.4;20.4;96.3;31.8;39.4;15.1;27;18.8;13.5;27.1
Apple;9.6;28.1;41.2;5.8;31.9;23.8;22.9;95.6;36.2;25.6;17.3;30.9;8.4;16.7;16.9
Apple;28.7;22.5;36.8;2.3;35.1;27.7;27.5;95.3;42.2;21.5;17.9;35.1;17.7;17.1;22.5
Apple;14;26.5;29.7;2.4;29.8;27.9;25.8;98.8;16.5;25.5;20.7;23.7;12.8;13;21.9
Apple;19.6;46.5;57.9;2.7;40.9;33.2;33.6;92.6;22.8;27.7;20.3;37.1;14.6;16.1;31.5
Apple;9.4;13.5;22.4;-8.6;16.7;19.4;11.7;84.1;25.5;16.9;13.6;18.5;8;16.6;16.8
Apple;21.2;40.7;37.2;9.6;31.5;42.1;26.6;92.8;28.3;37;24.1;28.7;13.3;7.4;41
Apple;25.8;34;49.6;10.1;40.4;22;24.9;96.1;32.1;35.1;25.4;26.2;11.8;12.2;24.1
Apple;13.5;16.9;25.4;-0.4;18.7;14.8;4.9;88.1;23.3;18.9;13.4;21;10.9;11.9;11.9
Apple;15.2;26;34;13.9;31.3;22.5;18.9;90.5;28.2;24.9;21.8;26.4;13.7;13.3;33.4
Apple;16;20.2;37.1;6.5;34.1;23.8;23;95.2;39.7;38.1;40.3;26;13;17.6;27.1
Apple;31.6;46.1;46.9;14.2;44.2;36.2;31.8;91.9;39.3;27.8;32;36.1;16.9;22.9;25.5
Apple;5.2;31.2;44.5;7.7;39.3;20.6;27.8;90.2;28.8;21.4;10.1;21;13.3;11.8;22.4
Apple;17.1;42.2;45.9;16.5;38.7;26.1;34.7;86.1;25.8;20.5;21.3;35.6;16.5;15.7;29.3
Apple;25;28.8;43.4;2.9;45.3;20.2;24.5;93;40.3;33.4;29.2;24.6;10.9;25.6;20.5
Apple;20.6;35.4;34.3;6.3;28.9;26.7;18.1;92.6;31.1;32.1;15.9;25.5;14.5;7.9;33
Apple;11.3;30.3;41;9.4;41.8;28;30.7;98.1;32;31.8;21.6;29.6;14.4;8.8;37.6
Apple;13;25.6;31.4;14.4;36;20.8;21.5;96.4;26.1;31.2;14.6;27.9;14.1;8;27.4
Apple;9.5;24.7;38.7;8.5;36.3;27.3;23.7;87.5;13.7;12.6;11.9;22.6;10.6;13.8;25.4
Apple;7.7;18;28.7;0.7;27;19.8;7.7;90.3;31.4;23.7;22.4;19.8;9.7;13.5;17.5
Apple;27.9;26.2;43.7;10.6;28.2;16.4;13.7;88.4;37.5;28.4;23.6;25.2;1.5;13.8;15.1
Apple;28.7;38.8;36.4;15.7;41.5;28.7;34.6;86.5;35.7;38.4;28.1;34;15.3;26.2;14.8
Apple;6.3;20.8;38.2;1.4;21.6;21.3;11.8;81.1;25.9;26.5;19.6;22.6;13.8;17.6;22
Apple;14.8;29.4;36.7;11;25.2;20.4;16.6;93.8;32.4;27.1;16;34.7;18.1;14.4;26.6
Apple;23.8;30.1;40.3;7.6;38.3;27.2;25.5;87.9;27.6;26.6;17.6;29.1;15.3;15;29.3
Apple;20.1;47.5;44.8;6.6;38.9;31.5;40.8;88.4;28.2;25.5;22.4;32.3;13.2;14.8;31.1
Apple;17.5;45.8;38.4;1.9;28.6;20.7;21.8;96.1;40.6;30.3;23.1;23.2;14.2;19.9;27.5
Apple;10.7;38.2;48.4;18.1;39.5;26.8;35.3;99.1;19.9;32.1;19.6;33.1;13.4;21.8;21.9
Apple;12.3;33.3;36.1;7.1;24.3;23.6;16.5;87;31.7;32;20.6;35.2;21.4;10.3;28.6
Apple;8.6;25.7;34.3;2.1;35.4;24.3;25.8;95.3;28.9;22.8;16.4;32;19.1;11;21
Apple;17.9;32;37.7;20.2;38.5;27;37.4;93.5;30;36.4;23;34;9.5;19.2;24.9
Apple;18.2;32.1;43.2;10.2;36.4;31.4;28.5;95.2;34.3;30.9;27;31.6;17.3;22.2;14.6
Apple;13.5;24.1;30.2;5.4;23.6;13.1;13.1;86.1;22.2;25.3;11.4;21.8;5.3;7.2;27.2
Apple;24.2;43.9;52.5;16.5;40.7;31;36.4;90.1;39.7;32.7;27.5;44.7;19;19.5;23.9
Apple;20.7;50.2;67.4;19.8;55.1;30.9;35.7;97.1;33.4;25;33.6;41.7;19;23.9;20.8
Apple;32.5;43.1;44.4;4.4;36.6;36.3;35.1;94.9;36;32.7;14.5;25.9;14.8;14.5;38.2
Apple;19.6;41.9;46.4;8.7;39.6;33.7;34;93.1;27.5;31.5;19.7;31.2;22.8;15.3;28.4
Apple;17.6;34.2;46;8.3;41.2;15.4;18.3;88.5;27;29.7;11.5;23.8;12.6;9.8;14.8
Apple;19.9;19.9;35.5;3.7;34.6;18.2;22.6;97;34;29.9;17.7;28.3;13;13.9;17.6
Apple;14.7;24.3;41.6;14;23.7;26;14.2;92.5;19.1;24.7;17.1;32.8;14.8;17.1;20.2
Apple;22.6;30.7;58.9;9.1;55.2;32.2;37.1;98.9;31.3;42.3;28.7;38.2;18.6;19;25.9
Apple;12.8;33.3;41.9;9;34.7;28.2;27.5;86.5;26.9;19.3;14.7;34.3;10.3;12.2;30.4
Apple;32;39.7;53.7;16.5;30.9;23.4;30.6;96;43.6;49.3;42;36.4;21.4;20.6;31.6
Apple;22.1;42.8;55.2;15.8;28.9;34;34.1;95.9;34.3;32;18.7;33.4;21.2;23.3;23.5
Apple;28.1;61.9;52.3;24.2;45.6;33.7;30;95.4;30.1;27.5;24.7;24.7;12.4;16.4;29.6
Apple;28;30.4;34.9;2.3;31;17.2;18.8;88.8;38.2;34.8;18.9;35.9;12.6;14.2;27.3
Apple;12.4;28;36.6;3.4;33.7;12.2;30.7;87.1;40.2;23.4;18.9;38.2;18.9;15.5;32
Apple;1.4;27.1;42.5;0.3;25.5;23.4;20.2;92.9;33.5;24.3;29.1;25.8;16.9;17.9;25
Apple;4.2;24.1;39.9;-5.4;33.7;24.4;24.4;91.7;29.3;35;21.2;25.7;16.1;18.1;31.3
Apple;22.5;33.4;43.4;7.7;36.7;25.2;35.9;85.2;31.3;25.5;13.4;21.6;12.5;16.7;17.6
Apple;15.1;35.4;44.3;-2.3;25.3;26.7;34.4;92.5;38.2;33.8;34.8;37;16.5;11.7;26.1
Apple;24.4;27.7;36.1;7.4;34.6;23.9;20.8;85.9;28.8;23.3;15.6;25.5;10.2;8;24.3
Apple;15.1;35;42.6;14.5;33.6;22.6;27.9;86.1;24.6;17.3;14.5;25.8;12.2;12.9;16.4
Apple;25.6;50.6;65.5;22.2;54.7;45.9;50.5;97.4;42.6;37.8;30.8;32.5;11.3;21.9;34.5
Apple;17.9;29.8;35.6;15.1;35.1;27.2;22.8;92.3;25.1;30.9;21.3;19.7;11;10.6;24.1
Apple;0.3;12.9;22.2;-27;15.7;24.1;0.3;88.8;24.5;27.8;16;21.5;14.4;11.3;22.2
Apple;22.6;32.6;41.8;10.1;33.1;26;31;95;34.3;37.2;24.1;38.5;14.5;26.9;19.2
Apple;17.8;37;50.5;8.2;43.9;27.1;19.5;90;29.4;24.3;25.9;20;5.1;22.3;24.3
Apple;20;42.9;48.1;13;30.6;29.9;33.2;94.9;26;33.7;20.2;29.2;12.5;12.5;27.1
Apple;19.1;25.8;33.7;5.2;25.3;15.5;18.4;91.9;28.4;19;15.8;18.4;8.1;10.5;23.3
Apple;37.2;59.7;43.7;9.8;46.3;42.6;33.6;95.3;39.4;31.6;23.4;40.4;14.4;17.2;33.6
Apple;16.7;30.5;46.6;21.7;30.1;35;27.3;90.1;18.9;30.9;26.1;26.5;19.8;17.8;36.1
Apple;20.9;33.8;48.7;7.5;33.2;33.4;28.4;98.8;32.3;30.3;24.8;22;13.2;20.4;31.5
Apple;16.1;15.4;35.2;2.5;23.7;28.1;15.2;86.9;37.9;24.9;18.5;23.5;12.7;15.1;18.6
Apple;9.5;43;39.8;14.1;26.9;32.6;28.3;87.3;31.3;31.2;11;36.3;15.2;19.8;21.9
Apple;19.9;30.2;47.3;13.2;45.6;26.3;27.2;92.1;33.7;28.6;22.9;32.7;18.2;16.9;22.5
Apple;14.7;32.5;46.5;6.5;33.6;20.9;29;96.2;34.4;29;26.3;27.3;10.5;6.1;30.7
Apple;18.5;34.4;40;3.3;24.3;29.8;20.6;91.1;31.8;26.9;19;24.2;12;10.3;35.2
Apple;32.6;42.6;46.3;20.5;53.4;34.4;43.4;88.2;39.1;31;19.8;38.8;17.7;20.1;28.2
Apple;21;31.8;36.7;8.5;30.5;27;17;84.5;30.2;21.3;19;22.3;10.4;8.6;25.7
Apple;20.4;33;46.5;13.9;40.9;31;25.3;89.5;31.9;32.4;23.4;28.2;9.5;15.5;32
Apple;15.4;32.4;51.4;9;40.7;29.2;32.6;88.3;19.1;28.2;21.6;29;16.7;19.2;18
Apple;22.5;39.6;45.7;16;38.1;40.9;30.3;90.6;27.6;21.4;19.8;32.7;14.6;15.1;36.2
Apple;20.1;28.9;29.1;5.8;25.5;31.6;20.6;94.7;33;28;20.9;35.4;12.4;16.7;23
Apple;15.7;29;46.8;-3.2;30.2;8.4;27;94.8;25.5;29.2;16.5;29.9;11.3;1.9;28.8
Apple;16.7;39.3;44.8;13.8;56;36.4;30.7;97.5;34;27.3;38.5;41;11.7;15.4;37
Apple;13.4;18.5;26.6;1;15.4;16.8;12;88.6;31.7;20.1;7.4;15.7;7.1;12.1;21.7
Apple;19.3;35.9;43.4;10.4;29.3;24.5;24.9;90.4;22.9;26.3;18;28.2;11.4;16.2;25.8
Apple;20;39.7;52.4;9.7;42.1;29.5;25.3;96.3;28.2;32.2;24.4;33.4;18.8;14.8;27.3
Apple;7.5;39.9;43.6;18.1;40.1;31.7;31.4;83.5;27.3;18.2;26.7;26.5;16.5;18.5;20
Apple;12.8;36.9;51.6;8.3;35.1;32.3;34.7;94;29.4;25.9;20.2;36;8.9;23.6;24.2
Apple;-3.4;29.7;40;13.8;29.3;21.5;20.7;95.5;26.6;27.9;20.9;28.6;12.1;12.8;28.4
Apple;12.8;49.6;49.1;2;39.8;10.9;38.3;92.9;19.7;19.2;20.1;37.3;17.9;19.5;19.8
Apple;10.9;23.8;34.8;10.1;38;21.3;18.7;89.2;15.7;19.8;16.4;18.8;11.5;9.9;19
Apple;20.3;45.7;47.4;4.9;39.6;22.6;34.6;89.6;30.5;23.9;22.4;29.5;17.5;18.6;15.3
Apple;20;46;44.4;19.7;38.6;24.2;34;81.8;29.3;18.9;21;27.2;12.7;9;24.7
Apple;14.6;19.1;35.1;3.4;33;21.4;21.1;82.1;26.6;25.7;23.9;20.5;12;15.7;25.1
Apple;26.1;48.6;48.3;11.5;45;37.3;40.6;95.9;35.9;28.3;13.9;39.3;21.6;20.7;23.3
Apple;21.9;27.5;43.7;12.2;35.1;23.7;29.8;88.7;32.6;28.3;25.7;28.3;14.7;9.9;27
Apple;25.9;35.8;40.1;5;34.1;30.2;27.5;90.1;41.4;39.3;28;34.4;20.5;17.6;23.4
Apple;20.6;31.6;42.4;3.9;38.8;23.3;34.1;96.5;32.8;23.9;20.7;28.9;14.7;14.3;27
Apple;11.3;27.9;28;9.4;24.3;19.4;28.4;83.8;22.5;15.2;15.4;18.5;10.4;8.5;20.4
Apple;14.2;32.7;44.8;9.1;39.7;25.6;24.3;92.4;26.2;19.2;19.7;30;12.5;7.5;28.9
Apple;21.1;41.4;49.2;22.3;42.3;33;31.7;89.9;35.2;36.1;27.5;30.3;15.7;24.7;26.6
Apple;13.8;32.2;40.9;9.9;35.2;17.6;25.3;90.1;35.4;23.4;24.8;27.8;9.2;13.9;23.1
Apple;0;31;33.3;20.1;37.9;14.7;17.5;92.3;18.8;26.7;12.2;21.8;9.5;8.9;24
Apple;19.8;22.9;38.3;7.7;23.8;17.4;20.5;89.6;33.7;20.7;16.9;29;16.6;11.8;31.6
Apple;24;41.2;36.6;7.8;34.4;25.8;27.3;93.2;30.6;32.1;23.4;25.6;18.1;17.9;36.5
Apple;20;41.4;32.9;8.1;46.8;27.2;33;87.3;29.4;27.6;24.7;33.8;19.7;13.6;26.4
Apple;13.2;20.6;29.9;4.2;26.6;15.1;15.5;88.7;32.9;22;23.4;31.2;20.8;20.8;13.7
Apple;8.2;17.7;34.8;6.8;31.2;14.7;16.4;89.8;28.5;25.3;20.3;22.5;11.9;9.2;23.8
Apple;14.6;22.8;32.8;9.7;26.6;26;19.3;96.5;27.9;24.6;17.3;23.9;6;16.9;16.3
Apple;31.9;36.4;48.5;9.2;43;32.1;39.9;92.4;39.5;33.1;19.7;32.2;12.8;8.6;35.3
Apple;33.5;50.7;56.6;14.4;45.1;28.4;34.6;94.7;39.9;25.5;22.5;22.6;8.8;20.8;21.7
Apple;3.1;24.2;37.8;6;19.6;27.7;23.6;89.9;23.2;18.8;13.8;28.3;10.6;12;26.7
Apple;14.7;39.2;41.3;10.9;26.1;27.6;33.5;90.9;24.5;25.6;32;37.8;14.6;21.1;21.8
Apple;19.8;31.5;35.9;9.1;30;23.2;19.2;88.5;30.8;15;24.2;26.4;14.9;16;22
Apple;8.6;34.9;34.5;-5.4;32.6;23.1;19.4;83.4;15;14.5;14.8;22.8;10.7;9.9;27.9
Apple;14.7;33.1;43.8;2.8;45.9;23.6;31.7;98.8;24;24.4;24.8;36.9;8.5;18;23.9
Apple;12.3;27.6;38.2;0.8;34.3;27.8;17.8;90.5;21.7;17.2;21.1;32.4;17.1;14.6;23.9
Apple;18.8;34.5;35.1;4.2;39.2;29.2;34.9;93.9;24.7;23;15.9;24.7;11.1;15.2;19.8
Apple;20.9;30.4;35.4;2.6;31.3;26.5;18.3;93.7;34;21.8;24;22.5;9.8;20.6;21.5
Apple;20.9;38.9;42.1;13.8;38.9;30.7;40.4;83.7;29.3;15.4;24.8;36.2;18.9;19.5;30.3
Apple;21.4;43.9;44.2;15.4;45.7;32.1;32.1;93.1;27.2;24.1;16;25.9;12;13;27.1
Apple;18.4;23.6;42.3;9.7;34.6;16.6;19.7;91.5;25.5;20.5;10.5;28.7;12.9;6.4;27.7
Apple;34.7;49.4;58.6;24.8;44.8;39.1;47.4;96.1;40.3;17.3;17.3;38.5;20.4;22.4;24
Apple;19;38.8;49.8;14.4;43.4;25.3;24.3;90.9;26.7;18.1;21.2;32.3;11.1;12.4;28.4
Apple;26.6;31.3;42.4;9.9;29.9;26.7;28.3;94.8;35.5;27.3;14.2;30.5;12.5;18.3;28.1
Apple;8.6;38.4;42.9;10.7;32.8;26;21.5;89;14.5;21.3;14.5;27.7;13.3;14.6;31.3
Apple;2.3;15.9;21.7;-4.1;17.1;11;15.1;85.4;23.4;16.9;24.4;16;7.4;9.4;28.6
